id,name,created_at,updated_at
278,Career Academy of Beauty,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
279,Casa Loma College-Van Nuys,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
280,CET-San Diego,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
281,CET-Sobrato,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
282,CET-El Centro,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
283,CET-San Bernardino,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
284,CET-Watsonville,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
285,CET-Gilroy,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
286,CET-Salinas,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
287,Cerritos College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
288,Cerro Coso Community College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
289,Chabot College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
290,Chaffey College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
291,Chapman University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
292,Charles R Drew University of Medicine and Science,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
293,Concordia University-Irvine,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
294,San Diego Christian College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
295,Church Divinity School of the Pacific,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
296,Citrus College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
297,Citrus Heights Beauty College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
298,City College of San Francisco,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
299,Claremont Graduate University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
300,Claremont McKenna College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
301,Milan Institute-Visalia,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
302,Clovis Adult Education,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
303,Coast Community College District Office,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
304,Coastline Community College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
305,Cogswell College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
306,Coleman University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
307,COBA Academy,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
308,Western University of Health Sciences,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
309,Columbia College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
310,Columbia College-Hollywood,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
311,El Camino College-Compton Center,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
312,Western Beauty Institute,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
313,Contra Costa Community College District Office,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
314,Contra Costa College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
315,Cosumnes River College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
316,Crafton Hills College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
317,Cuesta College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
318,Cuyamaca College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
319,Cypress College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
320,De Anza College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
321,Marinello Schools of Beauty-Hemet,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
322,International School of Beauty Inc,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
323,Dell'Arte International School of Physical Theatre,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
324,College of the Desert,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
325,Design Institute of San Diego,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
326,DeVry University-California,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
327,Diablo Valley College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
328,Dominican University of California,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
329,Dominican School of Philosophy & Theology,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
330,East Los Angeles College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
331,Marinello Schools of Beauty-Santa Clara,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
332,San Diego Continuing Education,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
333,El Camino Community College District,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
334,Elegance International,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
335,Marinello Schools of Beauty-Burbank,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
336,Marinello Schools of Beauty-Moreno Valley,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
337,Emperor's College of Traditional Oriental Medicine,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
338,Empire College School of Business,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
339,Evergreen Valley College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
340,Fashion Institute of Design & Merchandising-Los Angeles,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
341,Fashion Careers College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
342,Fashion Institute of Design & Merchandising-San Francisco,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
343,Fashion Institute of Design & Merchandising-Orange County,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
344,Feather River Community College District,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
345,Federico Beauty Institute,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
346,Fielding Graduate University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
347,Five Branches University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
348,Hair California Beauty Academy,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
349,Foothill College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
350,Franciscan School of Theology,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
351,Fredrick and Charles Beauty College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
352,Fresno City College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
353,Fresno Pacific University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
354,Foothill-De Anza Community College District,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
355,Fuller Theological Seminary in California,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
356,Fullerton College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
357,Galen College of Medical and Dental Assistants,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
358,Gavilan College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
359,Gemological Institute of America-Carlsbad,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
360,Glendale Career College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
361,Golden Gate University-San Francisco,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
362,Golden West College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
363,Graduate Theological Union,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
364,Grossmont-Cuyamaca Community College District,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
365,Grossmont College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
366,Salon Success Academy-San Bernardino,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
367,Hartnell College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
368,Harvey Mudd College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
369,Heald College-Rancho Cordova,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
370,Heald College-Fresno,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
371,Heald College-San Jose,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
372,Heald College-San Francisco,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
373,Heald College-Concord,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
374,Hilltop Beauty School,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
375,Holy Names University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
376,Pacifica Graduate Institute,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
377,Humboldt State University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
378,Humphreys College-Stockton and Modesto Campuses,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
379,Imperial Valley College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
380,Institute for Business and Technology,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
381,LA College International,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
382,Interior Designers Institute,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
383,Toni & Guy Hairdressing Academy-Santa Monica,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
384,Irvine Valley College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
385,ITT Technical Institute-National City,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
386,ITT Technical Institute-San Dimas,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
387,ITT Technical Institute-Orange,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
388,Bellus Academy-El Cajon,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
389,Joe Blasco Makeup Artist Training Center,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
390,John F Kennedy University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
391,American Jewish University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
392,Reedley College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
393,Life Pacific College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
394,The Art Institute of California-Argosy University San Diego,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
395,University of La Verne,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
396,Laguna College of Art and Design,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
397,Lake Tahoe Community College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
398,Lancaster Beauty School,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
399,Laney College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
400,Lassen Community College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
401,Life Chiropractic College West,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
402,Lincoln University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
403,Southern California Seminary,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
404,La Sierra University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
405,Loma Linda University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
406,Long Beach City College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
407,Southern California University of Health Sciences,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
408,Los Angeles Community College District Office,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
409,Los Angeles Harbor College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
410,Los Angeles Pierce College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
411,Los Angeles Southwest College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
412,Los Angeles Trade Technical College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
413,Los Angeles Valley College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
414,The Master's College and Seminary,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
415,Los Angeles City College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
416,Los Angeles County College of Nursing and Allied Health,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
417,Los Angeles Mission College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
418,Los Medanos College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
419,Los Rios Community College District Office,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
420,The Art Institute of California-Argosy University San Francisco,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
421,Loyola Marymount University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
422,Lu Ross Academy,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
423,Manchester Beauty College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
424,Tulare Beauty College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
425,Lyles Bakersfield College of Beauty,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
426,Lyles Fresno College of Beauty,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
427,Lytles Redwood Empire Beauty College Inc,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
428,MTI Business College Inc,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
429,MTI College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
430,Kaplan College-Sacramento,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
431,Kaplan College-San Diego,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
432,Kaplan College-Vista,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
433,College of Marin,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
434,Marinello Schools of Beauty-Los Angeles,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
435,Marymount California University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
436,Mendocino College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
437,Menlo College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
438,Merced College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
439,Merritt College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
440,Mills College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
441,MiraCosta College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
442,Marinello Schools of Beauty-San Francisco,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
443,Mission College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
444,Modern Beauty Academy,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
445,Kaplan College-North Hollywood,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
446,Modesto Junior College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
447,Moler Barber College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
448,Monterey Institute of International Studies,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
449,Monterey Peninsula College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
450,Moorpark College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
451,Mt San Antonio College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
452,Mount St Mary's College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
453,Mt San Jacinto Community College District,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
454,Mueller College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
455,Musicians Institute,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
456,Napa Valley College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
457,Everest College-San Francisco,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
458,Everest College-Reseda,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
459,Everest College-LA Wilshire,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
460,Everest College-San Jose,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
461,Everest College-Gardena,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
462,Everest College-Alhambra,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
463,Everest College-San Bernardino,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
464,The National Hispanic University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
465,National Holistic Institute,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
466,National University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
467,Naval Postgraduate School,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
468,Newschool of Architecture and Design,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
469,Newberry School of Beauty,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
470,Adrian's College of Beauty Modesto,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
471,North Orange County Community College District,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
472,North-West College-Pomona,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
473,North-West College-West Covina,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
474,North-West College-Pasadena,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
475,Northwestern Polytechnic University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
476,Notre Dame de Namur University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
